Text,Start Time,Duration
children than covet is,2064.079,2.481
there's no controversy about that,2066.56,2.799
children thank god,2069.359,2.32
have much less,2071.679,1.841
uh severe,2073.52,1.44
reactions to covet infection to than,2074.96,3.04
that due to flu infections and rate of,2078.0,2.96
fatalities fatality all of that i think,2080.96,2.0
you mentioned um,2082.96,1.679
i mean it's interesting to maybe also,2084.639,1.361
comment on i think in another,2086.0,1.839
conversation mentioned there's a u,2087.839,2.079
shape,2089.918,1.122
to the,2091.04,1.839
to the flu curve,2092.879,1.441
so meaning like there's actually quite a,2094.32,2.0
large number of kids that die from flu,2096.32,2.799
yeah i mean the 1918 flu the h1n1 flew,2099.119,3.201
that the spanish flu in the us killed,2102.32,2.64
millions of of of uh of younger people,2104.96,4.399
and um that is not the case with covid,2109.359,4.081
more than um,2113.44,1.6
i'm going to get the number wrong but,2115.04,1.76
something like 70 80 percent of the,2116.8,2.0
deaths are people over the age of 60.,2118.8,2.799
well we've talked about the fear the,2121.599,1.441
whole time really,2123.04,1.84
but my interaction with folks,2124.88,2.88
now i want to have a family i want to,2127.76,1.44
have kids but i don't have that real,2129.2,2.639
firsthand experience but my interaction,2131.839,1.52
with folks is at the core of fear,2133.359,2.321
that folks had,2135.68,2.159
is for their children,2137.839,2.0
like,2139.839,1.681
that,2141.52,1.36
somehow you know i don't want to get,2142.88,2.16
infected because of the kids like,2145.04,2.72
because god forbid something happens to,2147.76,2.0
the kids and i think,2149.76,2.0
that obviously that makes a lot of sense,2151.76,2.64
this kind of,2154.4,1.04
the kids come first no matter what,2155.44,1.84
that's number one priority but in for,2157.28,2.48
this particular virus,2159.76,2.24
that reasoning was um,2162.0,2.16
not grounded in data it seems like or,2164.16,1.76
that emotion and feeling yeah it was not,2165.92,2.159
grounded it wasn't at the same time this,2168.079,2.481
is way more deadly than the flu just,2170.56,1.84
overall and especially to older people,2172.4,2.959
yes,2175.359,1.041
right so the numbers when when the story,2176.4,2.32
is,2178.72,0.72
all said and done,2179.44,1.52
the covet would take,2180.96,1.92
many more lives yeah,2182.88,2.08
so i mean 0.2 is sounds like a small,2184.96,2.0
number but it's not a small number,2186.96,1.52
worldwide what do you think that number,2188.48,1.92
will be,2190.4,0.959
by the you know that's not that's not,2191.359,1.921
like but would we cross i think it's in,2193.28,2.88
the united states it's uh,2196.16,2.959
the way the desk currently reports like,2199.119,1.681
800 000 something like that do you think,2200.8,2.16
we'll cross a million seems likely,2202.96,3.2
yeah do you think it's something that,2206.16,2.08
might continue with different variants,2208.24,2.0
what well i i think um so we can talk,2210.24,2.0
about the end state of cover the end,2212.24,1.28
state of covet is it's here forever,2213.52,2.64
i think that there is good evidence of,2216.16,4.08
immunity after infection,2220.24,4.08
such that you're protected both against,2224.32,1.92
reinfection and also against severe,2226.24,2.56
disease upon reinfection,2228.8,2.4
so the second time you get it it's not,2231.2,1.76
true for everyone but for many people,2232.96,1.6
the second time you get it will be,2234.56,1.279
milder much milder than the first time,2235.839,2.081
you get it with the long tail like uh,2237.92,3.28
that lasts for a long time yeah so just,2241.2,2.32
there's studies that uh that follow of,2243.52,2.079
course people who are infected for a,2245.599,1.601
year,2247.2,0.96
and the reinfection rate is something,2248.16,1.52
like somewhere between point three and,2249.68,1.919
one percent yeah um and like a pretty,2251.599,3.441
fantastic study italy's found that,2255.04,1.68
there's there was one in sweden i think,2256.72,1.92
there's a few studies that found there's,2258.64,1.36
some similar things um and the,2260.0,3.04
reinfections,2263.04,1.84
tend to produce much mild disease much,2264.88,2.16
less likely end up in the hospital much,2267.04,1.44
less likely to die um so what the end,2268.48,3.04
state of covid is it's circulating the,2271.52,2.079
population forever and you get it,2273.599,1.361
multiple times,2274.96,1.44
yeah,2276.4,1.199
and and then there's,2277.599,1.441
i think studies and discussions like the,2279.04,2.72
the best protection would be to get it,2281.76,2.4
and then also to get vaccinated and then,2284.16,2.32
a lot of people push back against that,2286.48,2.16
for the obvious reasons from both sides,2288.64,2.0
because somehow this the discourse has,2290.64,2.0
become less scientific and more,2292.64,1.28
political well i think you wanna like,2293.92,2.56
the first time you meet it is going to,2296.48,2.0
be the most deadly for you,2298.48,1.68
and so the first time you meet it is,2300.16,1.52
wise to be vaccinated the vaccine,2301.68,1.52
reduces severe disease,2303.2,2.08
yeah well we'll talk about the vaccine,2305.28,2.24
because i want to make sure i address it,2307.52,1.52
carefully,2309.04,1.039
and properly in full context,2310.079,3.52
um,2313.599,1.281
but yes sort of uh to add to the context,2314.88,3.04
a lot of the fascinating discussions,2317.92,1.76
we're having is um in the early days of,2319.68,2.48
covid and now for people who are,2322.16,2.88
unvaccinated that's where the,2325.04,1.76
interesting story is,2326.8,2.16
the policy story the sociology,2328.96,2.08
sociological story and so on but,2331.04,2.799
let me go to something really,2333.839,1.201
fascinating just because of the people,2335.04,2.0
involved the human beings evolved and,2337.04,2.4
because of how deeply i care about,2339.44,2.639
science and also kindness respect and,2342.079,2.641
love and human things,2344.72,2.96
francis collins wrote a letter in,2347.68,2.56
october 2020,2350.24,1.92
to anthony fauci anything somebody else,2352.16,3.679
i have um,2355.839,2.881
the letter oh it's not a letter email i,2358.96,1.84
apologize,2360.8,1.2
uh hi tony and cliff,2362.0,2.88
c,2364.88,0.959
gb declaration.org,2365.839,3.441
this proposal,2369.28,1.6
this is the great barrington declaration,2370.88,2.0
that you're a co-author on this proposal,2372.88,2.719
from the three fringe epidemiologists,2375.599,2.961
who met with the secretary seem to be,2378.56,1.92
getting a lot of attention and even a,2380.48,2.08
co-signature from nobel prize winner,2382.56,3.36
mike levitt at stanford,2385.92,2.56
there needs to be a quick and,2388.48,1.68
devastating published takedown,2390.16,2.959
of its premises,2393.119,1.521
i don't see anything like that online,2394.64,2.56
yet is it underway question mark francis,2397.2,3.12
francis collins director of the nih,2400.32,2.88
somebody i talked to on this podcast,2403.2,1.6
recently,2404.8,1.2
okay,2406.0,1.599
a million questions i want to ask but,2407.599,2.321
first how did that make you feel when,2409.92,2.72
you first,2412.64,1.12
saw this uh email come to uh,2413.76,3.599
uh too light which when when when did it,2417.359,2.401
come to light uh this week actually i,2419.76,2.079
think or last week okay so this is,2421.839,1.841
because of freedom of information yeah,2423.68,2.56
which by the way,2426.24,1.68
sort of um,2427.92,1.76
maybe because i do want to add positive,2429.68,2.08
stuff on the on the side of francis here,2431.76,2.88
um,2434.64,1.6
boy when i see stuff like that i wonder,2436.24,2.079
if all my emails leaked,2438.319,2.641
how much embarrassing stuff like i think,2440.96,2.48
i'm a good person,2443.44,1.52
but i don't,2444.96,1.92
i haven't read my old emails maybe i'm,2446.88,3.28
pretty sure sometimes later i could be,2450.16,1.76
an,2451.92,1.199
well i mean look he's a christian and,2453.119,1.841
i'm a christian i'm supposed to forgive,2454.96,1.68
right i mean i think,2456.64,1.439
he was looking at this,2458.079,3.361
great barrington declaration as a,2461.44,1.28
political problem to be solved,2462.72,2.48
as opposed to a serious alternative,2465.2,2.8
approach to the epidemic,2468.0,1.92
so maybe we'll talk about in more detail,2469.92,2.24
but just for in case people are not,2472.16,2.32
familiar great barrington declaration,2474.48,1.68
was,2476.16,0.88
was was the document,2477.04,1.76
that you co-authored,2478.8,1.92
that basically argues against this idea,2480.72,2.48
of lock down as a solution to covid and,2483.2,3.04
you propose another solution that we'll,2486.24,2.32
talk about but the point is,2488.56,2.0
it's not,2490.56,1.36
that dramatic of a document,2491.92,2.88
it is just a document that criticizes,2494.8,2.08
one policy solution that was but it was,2496.88,2.239
the policy solution that had been put,2499.119,1.521
forward by,2500.64,1.52
dr collins and by tony fauci,2502.16,2.64
and a few other few other science not i,2504.8,2.24
mean i think a relatively small number,2507.04,1.76
of scientists and epidemiologists in,2508.8,2.16
charge of,2510.96,2.32
the advice given to governments,2513.28,1.76
worldwide,2515.04,1.52
and it was a challenge to that policy,2516.56,3.36
that said that look there there is an,2519.92,1.919
alternate path that that the path we've,2521.839,2.161
chosen this path of lock down with an,2524.0,2.24
aim to suppress the virus to zero,2526.24,2.0
effectively i mean that was unstated um,2528.24,3.04
cannot work and is causing catastrophic,2531.28,2.48
harm to,2533.76,1.599
large numbers of poor and vulnerable,2535.359,1.521
people worldwide,2536.88,2.32
we put this out in october 4th i think,2539.2,2.399
of 2020,2541.599,1.841
and,2543.44,0.96
it went viral i mean i've never actually,2544.4,2.16
been involved with anything like like,2546.56,1.92
this where i just put the document on,2548.48,2.16
the web,2550.64,0.88
and tens of thousands of doctors signed,2551.52,2.24
on hundreds of thousands of regular,2553.76,1.76
people signed on,2555.52,1.599
it it really struck a accord of uh,2557.119,2.641
people because i think even by october,2559.76,1.44
of 2020 people had this sense that there,2561.2,1.919
was something really wrong,2563.119,1.841
with the coveted policy that we've been,2564.96,1.44
following,2566.4,1.679
and they were looking for,2568.079,3.121
reasonable people to give an alternative,2571.2,1.6
i mean we're not arguing that covet,2572.8,1.6
doesn't isn't a serious thing i mean it,2574.4,2.32
is a very serious thing this is why we,2576.72,1.44
we had a policy that aimed at addressing,2578.16,2.56
it,2580.72,0.8
um,2581.52,0.799
we were but we were saying that the,2582.319,2.081
policy we're following is not the right,2584.4,1.919
one,2586.319,1.76
so how does a democratic,2588.079,2.0
uh government deal with that challenge,2590.079,3.361
uh so to me that you asked me how i felt,2593.44,2.399
i was actually frankly just i was i i,2595.839,2.321
suspected there had been some email,2598.16,1.6
exchanges like that not necessarily from,2599.76,1.76
francis collins,2601.52,1.52
around the government around this,2603.04,1.92
time i mean i felt the full brunt of a,2604.96,2.48
propaganda campaign,2607.44,2.879
almost immediately after we published it,2610.319,2.0
where newspapers mischaracterized it in,2612.319,2.8
all in the same the same way over and,2615.119,1.761
over and over again,2616.88,2.32
and sought to,2619.2,1.52
characterize me as sort of of a as a,2620.72,2.48
sort of a marginal fringe figure or,2623.2,1.44
whatnot and me and sinatra grouped uh,2624.64,2.16
martin culdor for the tens of thousands,2626.8,1.519
of other people that signed it,2628.319,1.841
i felt the brunt of that,2630.16,1.919
all year long,2632.079,1.361
so to see this in black and white in you,2633.44,3.36
know with the handwriting essentially if,2636.8,1.6
i mean the the metaphorical handwriting,2638.4,1.84
of francis collins was actually frankly,2640.24,1.2
a disappointment because i i've looked,2641.44,2.0
up to him for years,2643.44,1.76
yeah i've looked up them as well,2645.2,2.32
i um,2647.52,1.839
i mean i look for the the best in people,2649.359,2.72
and,2652.079,1.28
i still look up to him,2653.359,1.841
what troubles me is several things,2655.2,3.68
the reason i said about the,2659.76,2.0
the emails that i send late at,2661.76,2.079
night,2663.839,1.28
is um,2665.119,1.681
i can understand this email,2666.8,3.039
it's fear it's panic not being sure,2669.839,4.321
the fringe three fringe epidemiologists,2674.16,3.12
plus mike levitt who won a nobel prize i,2677.28,2.48
mean but using fringe,2679.76,3.359
maybe in my private thoughts i have said,2683.119,2.801
things like that about others,2685.92,1.919
like a little bit too unkind like you,2687.839,2.721
don't really mean it,2690.56,1.6
now add to that,2692.16,1.84
he,2694.0,0.88
recently this week whatever,2694.88,2.32
uh,2697.2,0.879
double down on the fringe,2698.079,2.081
this is really troubling to me,2700.16,2.24
that like i can excuse this email but,2702.4,3.12
to see the arrogance there,2705.52,2.559
i that francis honestly i mean,2708.079,2.801
broke my heart a little bit there this,2710.88,1.92
was an opportunity to like especially at,2712.8,1.92
this stage,2714.72,1.28
to say,2716.0,1.52
just like i told him um,2717.52,2.72
to say i was wrong to use those words in,2720.24,2.0
that email,2722.24,1.359
i was i was wrong to not be open to,2723.599,2.641
ideas,2726.24,1.04
i still believe that this is not like,2727.28,2.64
say,2729.92,1.04
like actually argue with the with the,2730.96,2.08
proposed with the policy of the proposed,2733.04,2.16
uh solution also,2735.2,3.44
the devastating publish take devastating,2738.72,4.08
takedown,2742.8,1.44
devastating takedown as you say,2744.24,2.8
somebody who's sitting,2747.04,2.0
on billions of dollars that they're,2749.04,2.72
giving to,2751.76,1.68
scientists,2753.44,1.2
some of whom are often not their best,2754.64,2.56
human beings because they're fighting,2757.2,1.76
with each other over money not being,2758.96,2.159
cognizant of the fact that you're,2761.119,3.601
challenging the integrity you're,2764.96,1.84
corrupting the integrity of scientists,2766.8,1.92
by allocating the money,2768.72,2.0
you're now playing with that,2770.72,2.639
by saying devastating takedown,2773.359,2.641
where do you think the published,2776.0,1.68
takedown will come from,2777.68,1.76
it will come from those scientists to,2779.44,2.159
whom you're giving money what kind of,2781.599,2.401
example would they give to the academic,2784.0,2.48
community that thrives on freedom like,2786.48,2.639
this this is,2789.119,1.681
i believe francis collins is a great man,2790.8,3.6
one of the things i was troubled by is,2794.4,2.4
the negative response to him from people,2796.8,2.4
that don't understand the positive,2799.2,2.159
impact that nih has had on society how,2801.359,2.72
many people has helped but this is,2804.079,2.721
exactly the so he's not just a scientist,2806.8,3.2
he's not just a bureaucrat who,2810.0,2.16
distributes money he's also a scientific,2812.16,2.64
leader,2814.8,0.88
that in the time in difficult times we,2815.68,2.24
live in is supposed to inspire us with,2817.92,2.64
trust with love with the freedom of,2820.56,3.6
thought he's supposed to you know those,2824.16,2.4
fringe epidemiologists those are the,2826.56,2.559
heroes of science when you look at the,2829.119,2.561
long arc of history we love those people,2831.68,3.84
we love ideas even when they get proven,2835.52,2.24
wrong that's what always that attracted,2837.76,1.76
me to science like some somebody like,2839.52,2.24
the the lone voice saying oh no the the,2841.76,3.28
the moon of jupiter does move,2845.04,3.12
yeah i mean you know but the funny thing,2848.16,1.679
is you know galileo is saying something,2849.839,2.0
truly revolutionary we were saying,2851.839,2.0
that what we proposed in the great,2853.839,1.201
britain declaration was actually just,2855.04,1.68
the old pandemic plan,2856.72,2.08
it wasn't anything really,2858.8,1.92
fundamentally novel,2860.72,2.32
in fact there were,2863.04,1.76
plans like this that,2864.8,3.2
lockdown scientists had written in late,2868.0,2.559
february early march of 2020. so we were,2870.559,2.481
not saying anything radical we were just,2873.04,1.68
calling for a debate,2874.72,1.599
effectively over the existing lockdown,2876.319,2.721
policy,2879.04,1.279
um and this is a disappointment a really,2880.319,2.721
truly a big disappointment because,2883.04,2.48
by doing this,2885.52,1.599
you were absolutely right lex he sent a,2887.119,1.921
signal,2889.04,1.039
to so many other scientists to just stay,2890.079,2.641
silent even if you had reservations,2892.72,2.32
yeah devastating takedown the people you,2895.04,3.279
know how many people wrote to me,2898.319,1.841
privately like stanford mit,2900.16,3.6
how amazing,2903.76,1.52
the conversation with francis collins,2905.28,1.839
was,2907.119,0.96
there's a kind of admiration because,2908.079,3.681
okay how do i put it um,2911.76,4.0
a lot of people,2915.76,1.599
get into science because they want to,2917.359,1.521
help the world,2918.88,1.439
they get excited by the ideas and they,2920.319,2.321
and they they really are working hard to,2922.64,2.8
help in whatever the discipline is and,2925.44,2.56
then there is sources of funding,2928.0,2.64
which help you do help at a larger scale,2930.64,2.56
so you admire those the people that uh,2933.2,2.879
um,2936.079,0.881
are distributing the money because,2936.96,1.52
they're often,2938.48,1.2
at least on the surface are really also,2939.68,2.399
good people oftentimes they're great,2942.079,1.681
scientists so like it's amazing i that's,2943.76,3.2
why i'm sort of um,2946.96,3.599
like sometimes people from outside think,2950.559,1.681
academia is broken some kind of way no,2952.24,2.48
it's it's a beautiful thing it's a it's,2954.72,2.08
really is a beautiful thing and that's,2956.8,1.279
why it's so deeply heartbreaking where,2958.079,1.841
this person,2959.92,1.52
um,2961.44,1.119
is um i don't think this is malevolence,2962.559,3.76
i think he's just incompetence of,2966.319,2.24
communication,2968.559,1.921
twice i think there's there's also,2970.48,1.68
arrogance at the bottom of it too so,2972.16,1.6
like but you know all of us have,2973.76,1.52
arrogance yeah there's a particular kind,2975.28,1.92
of arrogance right so here it's it's of,2977.2,1.84
the same kind of arrogance that you see,2979.04,2.16
when tony fauci gets on tv and says that,2981.2,3.28
uh that if you criticize me you're not,2984.48,2.32
simply criticizing a man you're,2986.8,1.759
criticizing science itself right right,2988.559,2.401
that is at the heart also of this email,2990.96,3.92
this so the certainty,2994.88,2.08
that the policies that they were,2996.96,1.84
recommending collins and fauci were,2998.8,1.6
recommending to the president of the,3000.4,1.36
united states were right not just right,3001.76,2.319
but right so so far right that any,3004.079,2.881
challenge whatsoever to it is dangerous,3006.96,3.52
um and i think that that is really the,3010.48,2.24
heart of that email it's it's um it's,3012.72,2.0
this idea that,3014.72,2.56
my position is unchallengeable,3017.28,2.4
not to be to be complete to be as,3019.68,2.159
charitable as i can be to this you know,3021.839,2.641
i believe they thought that i believe,3024.48,1.44
they some of them still think that that,3025.92,2.159
that there was only one true policy,3028.079,2.641
possible in response to copenhagen every,3030.72,2.08
other policy was immoral,3032.8,3.279
and if you if you come from that,3036.079,1.201
position then you write an email like,3037.28,1.52
that you go on tv you say effectively,3038.8,3.44
right i mean that that is that is what,3042.24,1.68
happens when you have this sort of,3043.92,2.32
unchallengeable arrogance that the,3046.24,1.52
policy you're following is correct,3047.76,1.839
um i mean when we wrote the great bank,3049.599,1.52
declaration,3051.119,0.96
what i was hoping for,3052.079,1.601
was a discussion,3053.68,1.919
about how to protect the vulnerable i,3055.599,2.081
mean that was the key idea to me in the,3057.68,1.76
whole thing was,3059.44,1.36
better protection of the older,3060.8,1.519
population who really at really serious,3062.319,2.0
risk if infected with covid and we had,3064.319,2.24
been doing a very poor job i thought to,3066.559,2.081
date in many places in protecting the,3068.64,1.76
vulnerable,3070.4,1.76
and what i wanted was a discussion by,3072.16,2.64
local public health,3074.8,1.68
about better methods better policies to,3076.48,2.24
protect the vulnerable,3078.72,2.639
so when when i was when we were met with,3081.359,2.96
instead a series of essentially,3084.319,2.321
propagandist lies about it so they for,3086.64,2.24
instance i kept hearing from reporters,3088.88,2.56
in in those days why do you want to let,3091.44,2.159
the virus rip let it rip let it rip the,3093.599,2.24
words let it rip,3095.839,1.681
does not appear in the great barrington,3097.52,2.48
declaration,3100.0,1.2
the goal isn't to let the virus rip um,3101.2,2.399
the goal is to protect the vulnerable,3103.599,2.321
to let society go as you know open,3105.92,3.199
schools and do other things that it,3109.119,1.841
functions as best it can in the midst of,3110.96,1.52
a terrible pandemic yes,3112.48,2.24
but not let the virus rip,3114.72,2.48
where no the most vulnerable are,3117.2,1.68
protected the goal was to protect the,3118.88,1.52
vulnerable so why let it rip because it,3120.4,2.48
was a propaganda term to hit the fear,3122.88,2.959
centers of people's brains oh these,3125.839,2.0
people are immoral they just want to let,3127.839,1.681
the virus go through society and hurt,3129.52,1.599
everybody that was that was that was the,3131.119,1.841
idea this it was a way to preclude a,3132.96,2.72
discussion and preclude a debate about,3135.68,2.48
the existing policy,3138.16,1.76
so i've uh,3139.92,1.52
this is an app called clubhouse,3141.44,2.879
um i've gone back on it recently,3144.319,3.441
uh to practice russian unrelated for for,3147.76,3.04
a few big russian conversations coming,3150.8,1.759
up anyway it's a great way to talk to,3152.559,1.841
regular people in russian but i also,3154.4,2.0
there was a i was i was nervous i was,3156.4,2.08
preparing for a pfizer ceo conversation,3158.48,2.16
and there was a vaccine room and so i,3160.64,2.16
joined it,3162.8,1.92
and there's a there's a pro science room,3164.72,3.28
as they they these are like scientists,3168.0,1.92
that were calling each other pro science,3169.92,2.24
it the whole thing was like theater to,3172.16,2.72
me i mean i haven't thoroughly,3174.88,1.76
researched but looking at the resume,3176.64,1.439
they were like,3178.079,1.361
pretty solid um,3179.44,2.399
researchers and doctors,3181.839,2.161
and they were mocking,3184.0,2.24
everybody,3186.24,2.319
who was at all i mean it doesn't matter,3188.559,2.321
what they stood for but they were just,3190.88,1.439
mocking people and the arrogance was,3192.319,2.24
overwhelming i had to shut off,3194.559,3.04
because i couldn't handle that human,3197.599,2.0
beings can be like this to each other,3199.599,1.841
and then i i went back to just a double,3201.44,2.639
check is this really how many people are,3204.079,2.161
here is this theater and then i uh asked,3206.24,3.599
to come on stage on clubhouse to make a,3209.839,2.0
couple comments and then as i open my,3211.839,2.24
mouth and say thank you so much you know,3214.079,2.0
this is this is a great room sort of the,3216.079,2.161
usual civil politeness all that kind of,3218.24,2.079
stuff,3220.319,1.28
and,3221.599,1.601
i said i'm worried that,3223.2,2.639
the kind of arrogance with which,3225.839,3.52
things are being discussed here,3229.359,2.161
will further divide us not,3231.52,2.96
unite us and and before,3234.48,2.4
i said even the united further divide us,3236.88,3.52
i was thrown off stage now this isn't,3240.4,2.4
why i mentioned platform but like i am,3242.8,2.799
like uh lex friedman mit,3245.599,3.201
uh also which is something those people,3248.8,2.799
seem to sometimes care about the,3251.599,1.841
followers and stuff like that like did,3253.44,3.04
you just do that and then they said,3256.48,2.48
enough of that nonsense,3258.96,2.08
enough of that nonsense they said to me,3261.04,4.24
enough of that nonsense,3265.28,2.079
somebody who is obviously interviewed,3267.359,2.48
francis collins,3269.839,1.681
is uh uh the pfizer ceo uh you're,3271.52,3.52
bringing a potential epidemiologist also,3275.04,2.0
so just yeah exactly but this broke my,3277.04,2.48
heart the arrogance and this is echoes,3279.52,2.72
of that arrogance is something you see,3282.24,1.44
in this email and i really would love to,3283.68,2.48
have a million things to talk about to,3286.16,1.36
try to figure out how can we find a path,3287.52,2.24
forward i think a lot of,3289.76,1.92
a lot of the problems,3291.68,1.84
we've seen in the,3293.52,2.079
the discussion over cove especially in,3295.599,1.76
the scientific community,3297.359,1.601
you know there's there's two ways to,3298.96,1.44
look at science i think uh that that,3300.4,2.24
have been competing with each other for,3302.64,1.6
a while now,3304.24,2.0
one way and this is the way that i view,3306.24,2.079
science and why i've always found it so,3308.319,1.52
attractive,3309.839,1.041
is an invitation to a structured,3310.88,2.08
discussion,3312.96,1.2
where,3314.16,1.199
the the discussion is tempered by by,3315.359,2.161
evidence by data by by reasoning and,3317.52,3.12
logic,3320.64,1.04
right so it's a dialectical process,3321.68,2.159
where if i believe a and you believe b,3323.839,3.041
well uh we talk about it we come up with,3326.88,3.12
an experiment that distinguishes between,3330.0,1.68
the two and while you know b turns out,3331.68,2.48
to be right i'm i'm all frustrated but i,3334.16,2.0
buy you dinner and i say no no no c and,3336.16,2.32
then we go on from there right that's,3338.48,2.319
that's what science is at its best it's,3340.799,2.641
this process of using data in discussion,3343.44,2.879
it's a human activity right uh to to to,3346.319,3.121
learn,3349.44,1.119
to let have the truth unfold itself,3350.559,2.161
before us,3352.72,1.359
on the other hand there are,3354.079,2.401
there's another way that people have,3356.48,1.359
used science or thought about science as,3357.839,2.161
a as truth in and of itself,3360.0,3.04
right this like if it's if it's science,3363.04,1.759
therefore it's true automatically and,3364.799,2.241
they're,3367.04,1.039
you know what does the science say to do,3368.079,2.0
well the science never says to do,3370.079,1.601
anything the science says here's what's,3371.68,1.679
true and then we have to,3373.359,1.601
apply our human values,3374.96,2.24
to say okay well if we do this well then,3377.2,3.44
this is likely to happen that's what the,3380.64,1.439
science says if we do that then that is,3382.079,2.161
likely to happen well we'd rather have,3384.24,1.599
this than that right and but it doesn't,3385.839,2.561
science doesn't tell us that we'd rather,3388.4,1.36
have this than that is there human,3389.76,1.039
values that tell us that we'd rather,3390.799,1.28
this and that science plays a role but,3392.079,1.841
it's not the only thing,3393.92,1.679
uh it's not the only role it's like it,3395.599,2.161
helps us understand the constraints we,3397.76,1.68
face but it doesn't tell us what to do,3399.44,2.08
in face of those constraints,3401.52,1.599
but underneath it at the individual,3403.119,2.081
level at the institutional level it,3405.2,1.76
seems like,3406.96,1.76
um,3408.72,0.879
arrogance,3409.599,1.601
is really destructive so the flip side,3411.2,2.24
of that the productive thing is humility,3413.44,2.24
so sort of um,3415.68,3.119
always not being,3418.799,2.32
sure that you're right,3421.119,1.761
this is actually kind of uh,3422.88,2.08
stuart russell talks about this for ai,3424.96,2.24
research how do you make sure that ai,3427.2,2.159
super intelligent ai doesn't destroy us,3429.359,1.841
you built in um,3431.2,2.399
a sort of module within it that it,3433.599,2.0
always doubts,3435.599,1.921
its actions like it's not sure,3437.52,2.4
like i know it says i'm supposed to,3439.92,2.0
destroy all humans but maybe i'm wrong,3441.92,2.8
and that maybe i'm wrong is essential,3444.72,2.24
for progress for actually doing in the,3446.96,2.08
long arc of history better not the,3449.04,2.079
perfect thing but better and better and,3451.119,1.361
better and better i mean the the,3452.48,1.52
question i have here for you is,3454.0,2.559
this,3456.559,1.361
this email so clearly captures some,3457.92,3.199
maybe echo but maybe a core to the,3461.119,2.081
problem do you put responsibility of,3463.2,2.639
this email of the shortcomings,3465.839,3.041
and failures on individuals or,3468.88,2.16
institutions,3471.04,2.48
no this is an institutional failure,3473.52,1.52
right so um the nih i so i've had two,3475.04,3.039
decades of nih funding i've sat on nih,3478.079,1.841
review panels the purpose of the nih is,3479.92,2.56
what you said earlier lex the purpose of,3482.48,1.68
nih is to support the work of scientists,3484.16,3.76
to some extent it's also how to help,3487.92,2.08
scientists to direct scientists to work,3490.0,2.16
on things that are very important for,3492.16,1.52
public health or for the health of the,3493.68,1.679
public,3495.359,1.2
um so and the way you do that is you say,3496.559,2.0
okay we're gonna put,3498.559,1.441
you know 50 million dollars on uh the,3500.0,2.24
research in alzheimer's disease this,3502.24,1.92
year or 70 million dollars on hiv or,3504.16,1.84
whatever it is right some and uh that,3506.0,2.24
pot of money then uh scientists compete,3508.24,2.48
with each other for the best ideas to to,3510.72,2.16
use it to address that that problem so,3512.88,3.36
it's essentially an endeavor to support,3516.24,2.559
the work of scientists it is not in and,3518.799,2.8
of itself a policy organ,3521.599,3.361
it doesn't say what public health policy,3524.96,2.48
should be,3527.44,1.52
for that you have the cdc,3528.96,3.28
and,3532.4,0.8
what happened during the pandemic is,3533.2,2.24
that,3535.44,0.96
people,3536.4,1.04
in the nih were called upon,3537.44,2.72
to contribute to public health making,3540.16,4.639
and that created the conflict of,3544.799,1.681
interest you see in that email,3546.48,2.24
right so now you have the head of the,3548.72,2.879
nih,3551.599,1.2
in effect saying to all scientists you,3552.799,2.32
must agree with me,3555.119,1.841
in the policies that i've recommended,3556.96,3.839
or else you're fringe,3560.799,2.721
that is a deep conflict of interest it's,3563.52,1.839
deep because first he he's conflicted he,3565.359,2.161
has this dual role as,3567.52,1.839
as as the head of the nih,3569.359,2.161
supporter of scientific funding and then,3571.52,1.76
also,3573.28,1.2
inappropriately called to set or help,3574.48,2.319
set,3576.799,0.961
pandemic policy,3577.76,1.599
that should never have happened there,3579.359,1.521
should be a bright line between those,3580.88,2.64
two roles,3583.52,1.839
let me ask you about just francis,3585.359,1.361
collins i don't know if you i i had a,3586.72,1.76
chance to talk to him on a podcast i,3588.48,1.28
don't know if you maybe by chance gotten,3589.76,1.599
a chance to hear a few words of it,3591.359,2.48
um well i have a kind of a question uh,3593.839,2.401
to that because a lot of people,3596.24,3.2
wrote to me quite negative things about,3599.44,2.08
francis collins and like i said i still,3601.52,2.079
believe,3603.599,1.281
he's a great man a great scientist,3604.88,2.719
um,3607.599,1.681
one of the things when i,3609.28,1.6
talked to him off mike,3610.88,2.479
about the vaccine,3613.359,3.041
the excitement he had about when we were,3616.799,3.04
recollecting when they first got an,3619.839,3.121
inkling that it's actually going to be,3622.96,1.76
possible to get a vaccine,3624.72,2.079
just he wasn't messaging just in the,3626.799,2.641
private or of our own conversation he,3629.44,1.919
was really excited and why was he,3631.359,2.0
excited because he gets to help a lot of,3633.359,2.24
people this is a man,3635.599,2.321
that really wants to help people and,3637.92,3.12
there could be some institutional,3641.04,1.68
self-delusion the arrogance all those,3642.72,1.68
kinds of things that lead to this kind,3644.4,2.159
of email but ultimately the the goal is,3646.559,2.24
this is what i don't think people quite,3648.799,1.601
realize this,3650.4,1.28
the reason you call your fringe,3651.68,1.919
epidemiologist the reason there needs to,3653.599,2.48
be a devastating uh published takedown,3656.079,2.881
he i believe really believes,3658.96,2.879
that this it could be very dangerous,3661.839,3.201
yeah and,3665.04,1.44
it's a lot of burden to carry on his,3666.48,2.24
shoulders because like you said in his,3668.72,2.0
role where he defines some of the public,3670.72,1.839
policy,3672.559,1.76
like,3674.319,1.04
