Text,Start Time,Duration
understanding of who's a part of the,1682.91,3.36
political community but you're not,1686.27,1.41
asking us to do that with respect to,1687.68,2.43
who's a felon two things your honor,1690.11,2.46
first if this court was operating under,1692.57,2.85
what was the definition of a felony or,1695.42,1.86
misdemeanor at the time of the founding,1697.28,1.35
Ian groves his crime forgery was,1698.63,2.1
considered to be a misdemeanor at the,1700.73,1.23
time of the founding now the reason that,1701.96,2.28
it's important to note that Ian groves,1704.24,2.01
is a misdemeanant,1706.25,0.9
is because when it comes to political,1707.15,1.86
rights the line between felons and,1709.01,1.59
misdemeanants is actually pretty clear,1710.6,1.92
now the vast majority of states only,1712.52,2.01
limit political rights for felons and in,1714.53,2.55
the states that do have misdemeanors,1717.08,1.62
punishable by more than one year,1718.7,1.68
that includes Ames but it also includes,1720.38,1.62
states like South Carolina and,1722.0,1.62
Pennsylvania in those states the states,1723.62,2.73
only limit political rights for,1726.35,1.53
individuals classified as felons what,1727.88,2.58
this tells us is that the classification,1730.46,1.8
of the offense is dispositive when it,1732.26,2.16
comes to political rights if I could ask,1734.42,2.25
in your briefs you describe mr. groves,1736.67,3.84
as they never incarcerated nonviolent,1740.51,2.76
misdemeanant our conversation right now,1743.27,3.03
has been focusing on whether he's a,1746.3,1.44
misdemeanant,1747.74,0.75
or a felon but I wondered whether how,1748.49,2.49
the other two aspects of his prior,1750.98,2.61
convictions play into the rule that you,1753.59,3.18
would propose this is an as-applied,1756.77,2.06
challenge and you know you have a,1758.83,5.04
persuasive argument that he poses very,1763.87,3.25
little risk but I wondered you know we,1767.12,2.49
have struggled in defining what is a,1769.61,1.94
violent crime or a non-violent crime,1771.55,2.44
what might be just looking at elements,1773.99,1.86
is purse-snatching for example a violent,1775.85,2.1
crime that would disqualify someone and,1777.95,2.61
I wonder what rule you would propose,1780.56,1.68
that we be adopting if we were to take,1782.24,3.45
your general position with regard to mr.,1785.69,3.18
groves sure your honor,1788.87,2.04
so first just to clarify the reason that,1790.91,2.49
we discussed the relative dangerousness,1793.4,1.86
of the category of individuals never,1795.26,2.07
incarcerated nonviolent misdemeanants is,1797.33,2.34
because we didn't want to focus our,1799.67,1.14
analysis specifically on mr. groves,1800.81,2.19
because we didn't want to convey to this,1803.0,1.62
court that we were asking for perfect,1804.62,1.68
tailoring that's concededly not the,1806.3,1.8
analysis here the state must only show,1808.1,2.1
narrow tailoring,1810.2,0.96
however we put forth that because never,1811.16,3.15
incarcerated nonviolent misdemeanants as,1814.31,1.95
a class pose no heightened risk of gun,1816.26,2.31
violence or they certainly don't pose a,1818.57,1.59
heightened risk for life that shows that,1820.16,2.07
this law is not just slightly over broad,1822.23,2.43
but that it's dramatically over broad,1824.66,1.68
but I'm sorry what difference does it,1826.34,2.4
make whether it's a felon violent or,1828.74,3.63
nonviolent in your theory of this case,1832.37,3.29
your theory of the cases we go back to,1835.66,2.83
original intent and you tell us that,1838.49,3.96
back then the only people who were,1842.45,2.61
deprived of a gun were felons in jail or,1845.06,3.45
people who were subject to capital death,1848.51,2.75
so is your theory founded on him being a,1851.26,5.28
non-violent miscreant I don't quite,1856.54,4.12
understand what's the purpose,1860.66,1.98
where are you asking us to draw the line,1862.64,1.8
sure your honor so this analysis,1864.44,2.97
involves a two separate questions the,1867.41,2.28
first is whether the individual,1869.69,1.41
possesses a right to bear arms that,1871.1,2.07
depends on if they remember the,1873.17,1.17
political community and so there is,1874.34,1.8
where the classification is misdemeanor,1876.14,1.71
or felony is dispositive now when we get,1877.85,2.64
to the second step of the analysis so,1880.49,1.74
you think three felons of any kind are,1882.23,2.91
not part of the political community they,1885.14,3.09
may not be your honor as I was,1888.23,2.01
discussing with justice Carney and that,1890.24,2.04
question is a little bit more difficult,1892.28,1.62
to answer because the vast majority of,1893.9,2.19
states 48 to be exact a strip political,1896.09,2.64
rights from felons though many do give,1898.73,1.98
these political rights back so it's a,1900.71,1.59
little bit more difficult of a question,1902.3,1.38
to answer than in the case of an,1903.68,1.68
individual classified as a misdemeanant,1905.36,1.92
the vast majority of states do not strip,1907.28,2.01
any political rights from these,1909.29,1.23
individuals but there's two questions,1910.52,3.12
before this court and I'd like to make,1913.64,1.47
that clear the first is the historical,1915.11,2.04
question which answers whether Ian Gross,1917.15,1.8
has a second Amendment right but the,1918.95,1.89
second is the question of whether the,1920.84,1.41
burden imposed by that right is,1922.25,1.5
justified now to begin because this law,1923.75,3.9
is a permanent deprivation of the right,1927.65,2.4
to bear arms we argue that it should be,1930.05,2.16
held to be per se unconstitutional but,1932.21,2.76
even if this court were to proceed,1934.97,1.32
through a scrutiny analysis the law,1936.29,2.13
still can't pass scrutiny because the,1938.42,2.04
state has failed to put forth sufficient,1940.46,1.95
evidence to indicate that this that,1942.41,2.43
excuse me that depriving an individual,1944.84,1.68
like Ian groves is necessary in any way,1946.52,2.07
to prevent gun violence now the state,1948.59,2.1
relies on two studies to come to its,1950.69,1.8
conclusion but we urge his court not to,1952.49,2.01
rely on those two studies too heavily,1954.5,1.62
that's because these studies focus their,1956.12,2.19
analysis mainly on prisoners within the,1958.31,2.22
first few years of their convictions but,1960.53,2.1
in contrast Ian groves was never,1962.63,1.92
sentenced to incarceration and his crime,1964.55,1.77
was over 15 years ago so those groups,1966.32,2.25
are just too different and even if in,1968.57,2.64
the abstract it were reasonable for the,1971.21,1.92
court to come to excuse me for the state,1973.13,1.86
to come to the conclusion that it did in,1974.99,1.68
light of the evidence that we've put,1976.67,1.62
forth that suggests an individual like,1978.29,1.74
Ian groves never poses an increase,1980.03,1.95
excuse me,1981.98,1.2
never poses an increase,1983.18,1.12
risk of violence or certainly doesn't,1984.3,1.65
after a term of seven to ten years we,1985.95,1.77
argued that the state's conclusion is,1987.72,1.92
just not a reasonable conclusion drawed,1989.64,1.71
from such so what a reasonable time,1991.35,1.98
limit to bar him under your theory here,1993.33,4.92
you make a great deal of the fact that,1998.25,1.77
it was a non-violent conviction and he,2000.02,3.3
has not been a reservist for fifteen,2003.32,2.1
years says five enough it's chann enough,2005.42,2.97
is what's enough so based on the,2008.39,4.29
consensus of recent social science it,2012.68,3.24
seems to be that after a period of ten,2015.92,1.92
years the relative risk of an offender a,2017.84,2.43
non-violent offender decreases to the,2020.27,2.28
point that it meets the relative risk of,2022.55,1.92
a non offender and essentially the,2024.47,1.8
individual poses no risk at all now this,2026.27,2.13
is this is also we can also find support,2028.4,3.24
for this in the practices of the US,2031.64,1.86
Sentencing Commission which holds that,2033.5,1.8
after ten years an individual's prior,2035.3,2.22
conviction should not be considered in,2037.52,1.71
calculating a criminal history so are,2039.23,2.19
you asking us to use a ten year period,2041.42,2.61
to bar misdemeanors and people who,2044.03,2.91
commit misdemeanors from having firearms,2046.94,2.61
is that your is that what you're,2049.55,1.83
advocating here today at the very least,2051.38,2.549
your honor we also put forth evidence I,2053.929,1.861
thought you said it was per se,2055.79,1.44
unconstitutional yes your so which is it,2057.23,3.92
your honor a lifetime permanent and,2061.15,2.83
complete deprivation of the fundamental,2063.98,1.98
right to bear arms is per se,2065.96,1.59
unconstitutional a firearms restriction,2067.55,2.73
that is limited in time or limited in,2070.28,2.1
scope in some way may be constitutional,2072.38,2.43
if the state can show that it is,2074.81,1.74
justified now it's our contention that,2076.55,2.07
an individual like Ian groves never,2078.62,1.95
posed a heightened risk of gun violence,2080.57,1.56
and so if I love showing does the state,2082.13,2.31
have to make so your honor that depends,2084.44,3.0
on the level of scrutiny that this court,2087.44,1.62
chooses to analyze this law under we get,2089.06,2.22
districts if we're strict scrutiny,2091.28,1.649
because we're out of her save and what,2092.929,2.071
level of showing so what the state needs,2095.0,2.67
to show is that it was a reasonable,2097.67,1.44
inference based on substantial evidence,2099.11,2.28
the problem with the state's evidence is,2101.39,2.01
that there's simply not enough for there,2103.4,1.56
to be under any definition of the term,2104.96,1.59
substantial evidence to indicate an,2106.55,2.16
individual like Ian groves,2108.71,1.38
poses a heightened risk that's why the,2110.09,1.98
state can't succeed under either strict,2112.07,2.22
or intermediate scrutiny but I like it's,2114.29,2.91
not,2117.2,0.48
that people who have not been recidivist,2117.68,3.03
for 15 years that all of them fail to,2120.71,5.67
commit a crime it's just that the,2126.38,2.37
numbers are small so why should we upset,2128.75,3.99
the state's judgment that even a small,2132.74,3.03
number of potential recidivist is enough,2135.77,4.819
to justify a lifetime ban because your,2140.589,4.361
honor the second Amendment right to bear,2144.95,1.59
arms as this Court has said is a,2146.54,1.559
fundamental right and and no amount of,2148.099,2.881
justification put forth by the state can,2150.98,2.43
justify the total stripping of that,2153.41,1.8
fundamental right that's why we ask that,2155.21,1.71
this court reverse thank you respondents,2156.92,9.29
thank you madam Chief Justice and may it,2173.319,1.89
please the court my name is Marlon,2175.209,2.25
golden and I represent the state of Ames,2177.459,1.681
I will show that the Ames felon in,2179.14,2.28
possession law does not offend the,2181.42,1.589
Second Amendment,2183.009,0.78
my co-counsel Nick Carr will show the 3d,2183.789,2.76
printed gun violence prevention act does,2186.549,2.07
not violate the First Amendment we ask,2188.619,2.311
the court to affirm on both counts the,2190.93,2.849
right to bear arms does not extend a,2193.779,1.71
person's our society has long thought,2195.489,2.13
too dangerous to carry lethal weapons,2197.619,2.071
when he committed his crimes,2199.69,2.129
petitioner forfeited the Second,2201.819,1.621
Amendment guarantee and even if the,2203.44,2.579
Second Amendment protects a right to,2206.019,1.59
bear arms the petitioner enjoys he has,2207.609,2.581
not shown that the law as,2210.19,1.319
unconstitutional as applied to him at,2211.509,2.46
the founding would have been found too,2213.969,1.83
dangerous we believe so justice Elrod,2215.799,2.851
under what theory he would be considered,2218.65,2.639
an unvirtuous citizen at the founding,2221.289,1.891
your honor because he would have,2223.18,1.079
committed crimes that represent severe,2224.259,2.641
maladjustment and disrespect for the law,2226.9,1.98
forgery would have been considered it,2228.88,4.169
would have stripped him is under the,2233.049,2.341
founding you have some authority for,2235.39,1.379
that just justice or odd that's correct,2236.769,2.79
we believe that the founding level,2239.559,2.55
sources show that the number of felonies,2242.109,2.64
even before the felonies had made their,2244.749,2.76
way from English common law to the,2247.509,1.891
United States had already balloon so we,2249.4,2.609
have information that shows that even,2252.009,2.52
Blackstone and his commentaries in law,2254.529,2.01
of England said that there were at least,2256.539,1.41
160 felonies at that time we believe I,2257.949,2.431
think thought your adversary said that,2260.38,3.409
forgery was a misdemeanor at the,2263.789,2.651
founding well chief justice Sotomayor,2266.44,2.879
even if that were so that does not,2269.319,2.01
resolve this case the traditional,2271.329,2.01
definition of a felony is someone who is,2273.339,1.92
punishable by a year imprisonment or,2275.259,2.04
more and which we look to the tradition,2277.299,2.52
that the understanding at the founding,2279.819,1.71
she's arguing founding what do you,2281.529,2.73
arguing we argue that we argue that the,2284.259,2.19
traditional restrictions on felons that,2286.449,2.971
is those who are punishable by at least,2289.42,1.589
a year in prison or what just additional,2291.009,2.34
since when what we believe at Lisa's,2293.349,3.18
traditional as this court noted in,2296.529,1.44
Heller,2297.969,0.51
so in Heller this court said that,2298.479,2.191
long-standing prohibitions not founding,2300.67,2.76
era Probus so you talk about the,2303.43,1.439
nineteen there,2304.869,0.861
is that what you're talking about at,2305.73,2.76
least dating back to the interwar period,2308.49,1.8
justice Elrod but we believe history is,2310.29,2.16
instructive here as well for example the,2312.45,2.24
Pennsylvania Minority Report the dissent,2314.69,2.98
of minority at this Pennsylvania State,2317.67,1.44
ratification convention showed that the,2319.11,2.31
right to bear arms could be restricted,2321.42,2.1
for crimes committed or for risk of,2323.52,2.49
public and injury and we believe that,2326.01,2.07
understanding is what's informative here,2328.08,2.19
today so it's true that the authors of,2330.27,2.37
one state what other documents can you,2332.64,2.61
point to to show us how other states,2335.25,2.94
responded Chief Justice Emily or that,2338.19,2.73
was one state it was shared however by,2340.92,2.07
the drafters in Massachusetts in New,2342.99,2.73
Hampshire all of those states were,2345.72,2.07
penned by anti-federalists who,2347.79,2.16
eventually want out with the,2349.95,1.35
ratification of the Bill of Rights,2351.3,1.26
itself so it's their understanding of,2352.56,2.46
the Second Amendment that the right is,2355.02,1.8
not unlimited that Heller identified it,2356.82,2.28
said that the scope of the right did not,2359.1,2.94
extend to those long-standing,2362.04,1.68
prohibitions that were understood to be,2363.72,2.79
outside the scope of the right entirely,2366.51,1.89
now Heller tells us that these are,2368.4,2.1
exceptions to the Second Amendment right,2370.5,2.07
well Hilary knowledge is a presumption,2372.57,2.67
but doesn't really articulate at any,2375.24,2.7
great length um as for felonies and for,2377.94,3.44
people with mental illness and,2381.38,2.05
acknowledges that the list is not,2383.43,1.32
exhaustive but it also recognizes a,2384.75,2.37
fundamental right to bear arms which,2387.12,2.4
hadn't been articulated in that way,2389.52,1.77
before and I wonder how the state can,2391.29,2.21
justify under intermediate scrutiny say,2393.5,3.19
a lifetime ban where the right is seen,2396.69,4.95
as necessary to for people to defend,2401.64,2.85
themselves why should someone who has,2404.49,3.33
been convicted of such a an offense as,2407.82,3.15
this that didn't even merit jail time he,2410.97,3.44
deprived of the right to defend his,2414.41,1.96
family well justice Carney all I'll take,2416.37,2.31
your question about the presumptively,2418.68,2.13
lawful and the scope of the right first,2420.81,1.83
which is if you read the opinion in the,2422.64,2.88
Heller delivered the court in Heller,2425.52,1.35
delivered and its entirety it showed,2426.87,1.59
that everything hinged on the fact that,2428.46,1.86
petitioner in that case dick Heller was,2430.32,2.25
not disqualified from the exercise of,2432.57,1.89
second Amendment rights in the first,2434.46,1.35
place the court also grouped this,2435.81,2.04
discussion of the long stain,2437.85,1.219
prohibitions alongside its decision in,2439.069,2.73
United States versus Miller and that,2441.799,1.92
dates back to the 1930s where it said,2443.719,1.74
that sawed-off shotguns were,2445.459,2.01
presumptively categorically outside the,2447.469,2.431
Second Amendment right and so even if we,2449.9,2.819
believe that the presumptively lawful,2452.719,1.921
language refers to a rebuttable,2454.64,2.159
presumption which of course the state,2456.799,1.381
contests we believe that the burden that,2458.18,3.359
the petitioner in this case would have,2461.539,2.04
to show is that he is in some meaningful,2463.579,3.301
way different from the historically,2466.88,2.399
barred class and he's failed to carry,2469.279,2.52
that burden well let me follow up in,2471.799,1.95
just a second you said presumptively,2473.749,1.32
Roth lawful doesn't mean that it's a,2475.069,2.28
rebuttable presumption I mean the state,2477.349,2.16
can take whatever measures it wants with,2479.509,2.58
regard to felons and denying them right,2482.089,1.98
and there there's no examination that is,2484.069,2.341
appropriate justice Carney that's,2486.41,2.699
correct when a felon commits his crimes,2489.109,3.031
and is punishable by a sentence of up to,2492.14,2.459
five years in prison in this case he has,2494.599,3.15
forfeited his rights toothless's,2497.749,1.891
guarantee is right to bear arms to vote,2499.64,2.669
to serve on a jury to seek public office,2502.309,2.341
this Court has noted as much in its,2504.65,2.25
decisions such as Richardson versus,2506.9,1.5
Ramirez and we do not believe that the,2508.4,1.949
Second Amendment right stands in any way,2510.349,2.22
in contrast to those rights which as a,2512.569,2.97
matter of legislative grace the states,2515.539,2.16
do often permit as the petitioner in,2517.699,2.34
this case argues but that is not the,2520.039,1.861
same as a constitutional requirement so,2521.9,2.899
what do you do with the cases that we,2524.799,2.621
have to deal with people sexual,2527.42,3.389
predators for example and they're barred,2530.809,2.19
for a time period from their computers,2532.999,2.22
but there have been cases discussing,2535.219,1.56
that they cannot be barred forever from,2536.779,2.7
having access to a computer why why is,2539.479,3.99
that situation different well justice or,2543.469,3.39
I'd I would first note that again we,2546.859,2.581
believe that felons categorically,2549.44,2.22
forfeit their right to bear arms so long,2551.66,2.189
as they remain a felon so Heller,2553.849,2.281
referred to felons in the mentally ill,2556.13,1.859
in the present tense and this tells us,2557.989,2.61
something important which is that so,2560.599,1.71
long as someone remains a felon the,2562.309,2.22
state has not violated any,2564.529,1.351
constitutional right when it with holds,2565.88,1.979
from him the right to possess a firearm,2567.859,1.89
now when that status changed,2569.749,2.251
if a state continued to bar someone from,2572.0,3.359
continuing to own a firearm we believe,2575.359,2.611
that we might have a closer case what,2577.97,2.31
I'm sorry I'm a little confused how do,2580.28,3.6
you not become a felon are you taking,2583.88,3.93
their position that well you're under a,2587.81,2.43
criminal sentence you're a felon but,2590.24,2.67
once you leave a federal sentence you no,2592.91,2.91
longer are this man served his time on,2595.82,3.23
probation and he's been incident free,2599.05,3.819
for 15 years I'm not quite sure what you,2602.869,2.041
mean,2604.91,0.42
stop being a felon she certainly should,2605.33,2.7
justice Sotomayor what we mean is that,2608.03,1.71
someone would have to have either their,2609.74,1.98
rights restored the record expunged or,2611.72,2.49
would have to receive a pardon and the,2614.21,2.76
statute that aims is adopted of course,2616.97,2.19
references federal law provides that,2619.16,2.19
someone even with those conditions might,2621.35,2.88
have is an explicit restriction imposed,2624.23,2.129
upon them upon expungement or pardoned,2626.359,3.301
that they still are not able to possess,2629.66,1.59
a firearm and we believe a rights,2631.25,1.92
restored that's a civil rights restored,2633.17,3.23
we believe that's probably what that,2636.4,2.23
means yes and so are you taking the,2638.63,4.08
position that the petitioner in this,2642.71,2.7
case didn't have his rights restored,2645.41,1.73
well the record is civil rights restored,2647.14,2.53
the record is silent on that she's best,2649.67,2.58
I said in my or but we if we even if we,2652.25,2.04
assume that his rights have been,2654.29,2.01
restored in this case the political,2656.3,2.61
community argument petitioner has,2658.91,1.29
identified simply does not resolve felon,2660.2,2.669
and possession challenges if it did it,2662.869,3.031
would mean that states that allow,2665.9,1.98
currently incarcerated persons to vote,2667.88,2.28
such as Maine and Vermont would stand in,2670.16,2.34
violation of the Second Amendment when,2672.5,1.83
they prevented that person from,2674.33,1.65
exercising a right to bear arms if,2675.98,3.75
you're wrong about that it's a felony,2679.73,3.03
and that it's truly a misdemeanor assume,2682.76,3.0
arguendo it's a misdemeanor do you can,2685.76,2.76
you still win we can Justice elrod no,2688.52,3.87
okay can you give any example,2692.39,2.91
demeanor violation suspends a,2695.3,2.07
constitutional right forever well,2697.37,2.67
justice eller I would believe this is a,2700.04,1.38
situation analogous to the sixth,2701.42,2.04
amendment context so the court has said,2703.46,2.19
in Lewis that certain misdemeanors are,2705.65,2.46
serious enough to trigger the jury trial,2708.11,1.98
right other misdemeanors are mere petty,2710.09,2.34
offenses it has chosen an objective,2712.43,2.49
indicator of seriousness in those cases,2714.92,1.95
and it is looked to the maximum,2716.87,2.1
punishable sentence we ask the court to,2718.97,2.64
follow a similar path here certain,2721.61,2.46
misdemeanor crimes are so grave that,2724.07,2.28
they are functionally felonies and the,2726.35,2.76
states have long understood that they do,2729.11,2.31
not offend the Second Amendment when,2731.42,2.07
they prevent people who have committed,2733.49,1.74
those crimes from owning a gun because,2735.23,2.43
they are more likely to abuse a firearm,2737.66,2.31
as a fact of their criminal record now,2739.97,3.3
this accords with long-standing,2743.27,2.1
understandings of what state,2745.37,2.67
legislatures and what Congress can do,2748.04,2.7
and analyzing the types of people who,2750.74,2.97
are more likely to commit gun violence,2753.71,1.74
in the future the court said in Heller,2755.45,1.86
that certain policy choices were taken,2757.31,2.61
off the table it also said at the,2759.92,2.28
conclusion of its opinion that this did,2762.2,2.07
not leave the states powerless to combat,2764.27,2.04
the problem of gun violence in this,2766.31,1.35
country and so felon in possession laws,2767.66,2.46
like the one that Ames has enacted is,2770.12,2.01
valid policy choice exercised by the,2772.13,3.0
states and all of its applications so,2775.13,2.4
you're using it as a use in the status,2777.53,2.22
of felon as a proxy for dangerousness,2779.75,3.06
and yet not taking into account the,2782.81,2.76
lapse of time the non violent nature of,2785.57,1.92
the offense the fact that no time was,2787.49,2.1
served and or in no time was included in,2789.59,2.61
the sentence it seems like a very,2792.2,1.44
imperfect match doesn't the state have,2793.64,5.37
an obligation in light of the,2799.01,2.03
fundamental fundamental nature of the,2801.04,2.47
right to do better tailoring well,2803.51,2.58
justice Carney of two answers there,2806.09,1.8
first is that the unvirtuous citizen,2807.89,2.7
rationale that has long animated gun,2810.59,3.06
safety laws is not limited to a showing,2813.65,3.06
of future dangerousness now if it were,2816.71,1.65
so the statute in this case 922 G would,2818.36,3.75
not include people like those who've,2822.11,1.77
renounce their citizenship for example,2823.88,1.86
so second if we assume how,2825.74,2.85
for that the showing of future,2828.59,1.53
dangerousness is what justifies Ames's,2830.12,3.0
felon in possession law and nothing else,2833.12,1.68
then the state can succeed if it burdens,2834.8,3.18
a right petitioner enjoys under,2837.98,1.62
intermediate scrutiny but aren't you,2839.6,1.65
using the status of being a felon as a,2841.25,2.34
proxy for dangerousness I thought that's,2843.59,1.65
what I was just hearing you argue we do,2845.24,2.52
believe that there's significant,2847.76,1.41
correlation there Justice Carney we,2849.17,2.22
believe that the legislators do not err,2851.39,2.22
when they believe that those who,2853.61,1.77
committed crimes in the past and have a,2855.38,2.28
track record for violating the law are,2857.66,2.1
more likely to violate the law in the,2859.76,2.55
future and do so in a way that offends,2862.31,1.98
public safety and community security and,2864.29,2.91
so as applied to mr. groves who,2867.2,1.98
committed a misdemeanor of forging a an,2869.18,3.72
ID 17 years ago and has been law abiding,2872.9,3.93
since then I think your adversary would,2876.83,1.86
say that doesn't predict violence of any,2878.69,3.48
type how can you can test that well we,2882.17,3.06
disagreed there your honor and the,2885.23,1.41
reason that we disagree is because the,2886.64,2.52
court would have to require a more,2889.16,1.83
exacting standard in order to struck,2890.99,2.25
strike down the state's law it does not,2893.24,2.16
need to show that as applied to an,2895.4,2.04
individual person who is a state law,2897.44,1.77
misdemeanor that the law passes,2899.21,2.22
intermediate scrutiny rather it only,2901.43,1.98
needs to show that the law is valid as,2903.41,2.85
applied to that class of persons that,2906.26,2.37
the state reasonably believes posed a,2908.63,2.28
future increased risk of harm to others,2910.91,2.66
is it only to gun regulation of felons,2913.57,4.15
that we apply intermediate scrutiny or,2917.72,3.72
is it your position that all regulation,2921.44,2.79
of firearms is subject to strict,2924.23,2.28
scrutiny chief justice Sotomayor of,2926.51,3.6
course there are only a handful of cases,2930.11,3.33
dealing with the Second Amendment,2933.44,1.46
explicitly at the Supreme Court now the,2934.9,2.32
courts of appeals have applied,2937.22,1.83
intermediate scrutiny to any number of,2939.05,2.1
restrictions on the right to bear arms,2941.15,2.25
we only however proceed to strict,2943.4,2.85
scrutiny if the right that is restricted,2946.25,3.18
by the law is at the core of the Second,2949.43,3.21
Amendment right now felons as a class,2952.64,2.49
can never sit at the core of the second,2955.13,2.73
Amendment right because they have,2957.86,1.02
forfeited the right to bear arms,2958.88,1.62
entirely,2960.5,1.2
second even if we assume that,2961.7,2.16
presumptively lawful means that we have,2963.86,2.58
a rebuttable presumption here that,2966.44,1.92
language in the court's opinion in,2968.36,1.35
Heller must be given some weight and it,2969.71,1.89
can't be squared with strict scrutiny,2971.6,1.47
but usually means something can actually,2973.07,3.6
but it so what in your judgment would,2976.67,3.63
that be well chief justice Sotomayor the,2980.3,3.24
rebuttable presumption if as-applied,2983.54,1.38
challenges are allowed would come in,2984.92,1.92
those close cases where we're unsure,2986.84,2.25
whether someone can validly still be,2989.09,2.79
considered a felon so for example in the,2991.88,2.94
only Circuit Court of Appeals to ever,2994.82,2.19
uphold a as-applied challenge to an,2997.01,2.85
individual felon the person and the,2999.86,2.76
challengers in that case had already,3002.62,1.35
seat received relief under state law in,3003.97,3.0
state court but nevertheless was still,3006.97,2.43
subject to the federal prohibition so we,3009.4,2.34
can imagine the opposite being true as,3011.74,1.65
well now we can also imagine cases where,3013.39,2.67
someone has received their civil rights,3016.06,3.0
restored or received a pardon had the,3019.06,2.46
record expunged by a court but,3021.52,1.74
nevertheless under the statute is still,3023.26,1.95
prohibited from owning a firearm and,3025.21,2.07
while we still believe that law likely,3027.28,2.46
could pass for name we believe that,3029.74,1.44
would be a closer case and that would be,3031.18,1.8
the kind of as-applied challenge the,3032.98,1.68
court would accept because it would be,3034.66,1.44
answering a key question is this person,3036.1,2.61
still a felon,3038.71,1.14
in this case there's no doubt petitioner,3039.85,3.15
status has not changed and if and until,3043.0,2.82
that changes the state of aims does not,3045.82,2.64
stand in violation of the Second,3048.46,1.65
Amendment and enforcing its felon in,3050.11,1.8
possession law against several now some,3051.91,3.3
have some have criticized this approach,3055.21,3.57
that you're discussing this intermediate,3058.78,1.71
approach is treating the Second,3060.49,2.22
Amendment as a second class right would,3062.71,3.66
you agree that a publisher who was,3066.37,3.18
convicted of a misdemeanor could not,3069.55,3.54
have his publication rights suspended,3073.09,3.18
for the rest of his life,3076.27,2.18
justice aura we have we have two answers,3078.45,2.26
there first is that we don't advise,3080.71,2.28
intermediate scrutiny I'm not the first,3082.99,1.95
person to ask that question certainly we,3084.94,3.99
don't believe intermediate scrutiny is,3088.93,1.65
necessary here we believe that text,3090.58,2.13
history and tradition of the sex,3092.71,2.119
definitively resolve this question,3094.829,2.221
felons categorically lie outside the,3097.05,2.799
scope of the Second Amendment now to,3099.849,2.401
answer your question about the publisher,3102.25,1.44
in the First Amendment question I would,3103.69,2.55
need to say that the rights proceed from,3106.24,3.119
different historical rationales so,3109.359,2.401
whereas someone who is prohibited from,3111.76,3.12
engaging in the marketplace of ideas has,3114.88,2.729
had a disability worked upon him to,3117.609,2.431
engage in the fundamental right of,3120.04,1.44
freedom of expression someone who is,3121.48,3.119
violated by a statute that prohibits,3124.599,3.331
someone when he belongs to a class that,3127.93,2.52
is shown to be more dangerous that is a,3130.45,2.43
simple exercise of the state police,3132.88,1.8
power it is justified not as a punitive,3134.68,2.25
measure against him but by a exercise of,3136.93,2.88
the state's ability to protect public,3139.81,2.519
safety so you're saying we are supposed,3142.329,2.01
to treat the first and second,3144.339,1.351
differently is that what you're saying,3145.69,2.129
just justice Elrod we believe that the,3147.819,2.461
Second Amendment guarantee is just as,3150.28,2.309
fundamental as the first we only say,3152.589,1.801
that different purposes animate a felon,3154.39,2.91
in possession law as opposed to those,3157.3,2.67
that would hypo was a misdemeanor even a,3159.97,3.54
state law misdemeanor that might be,3163.51,2.099
subject to a traditional felon in,3165.609,2.671
possession law because of the virtue of,3168.28,1.98
the number of years that he can be,3170.26,1.2
placed in a term of years in prison so,3171.46,3.0
if we understand that the long-standing,3174.46,2.94
tradition of felon in possession laws,3177.4,2.52
that this court said was lawful in,3179.92,2.55
Heller remains just as lawful today the,3182.47,3.03
only reason that the court could find,3185.5,1.71
for the petitioner is if he was able to,3187.21,2.55
distinguish himself from the mine-run of,3189.76,2.25
cases that challenged felon in,3192.01,1.559
possession laws in this country year in,3193.569,1.891
and year out and that is a burden that,3195.46,2.19
petitioner has failed to carry in this,3197.65,1.53
case even the best typos you could make,3199.18,7.11
on that what's he missing justice Elrod,3206.29,4.14
what's missing is a change in his status,3210.43,2.13
as a felon other than him not being,3212.56,3.08
convicted is that that's the only thing,3215.64,2.83
missing and we believe that that is the,3218.47,2.55
key thing that is absent from this case,3221.02,1.86
justice Elrod if there are no further,3222.88,2.16
questions we ask the court to affirm,3225.04,2.61
thank you thank you thank you madam,3227.65,11.34
Chief Justice and may it please the,3238.99,1.29
court,3240.28,0.45
my name is Nick akar and today I will,3240.73,1.95
argue that the aims 3d printed gun,3242.68,2.61
violence prevention Act is,3245.29,1.26
constitutional,3246.55,1.22
your honors today technology enables,3247.77,3.13
individuals to 3d print guns in the,3250.9,2.52
comfort of their own home publishing,3253.42,2.46
these files offers individuals a new,3255.88,2.52
form of gun distribution that,3258.4,1.5
circumvents both state and federal gun,3259.9,2.25
safety we don't permit the banning of,3262.15,2.25
books but teach people how to make bombs,3264.4,4.79
the books don't provide the raw,3269.19,2.35
materials they don't provide the,3271.54,2.97
instruments to make the bombs so they're,3274.51,3.81
not much different than my mind the,3278.32,1.86
diagrams so why is the fact that a CAD,3280.18,5.88
diagram capable of being put into effect,3286.06,4.08
by someone else any different than a,3290.14,2.01
bomb-making book Your Honor we would,3292.15,2.43
argue that these 3d printable gun files,3294.58,2.04
those are regulated by the GV PA the Gun,3296.62,2.91
Violence Prevention Act and aims are not,3299.53,2.1
simple blueprints they are not the,3301.63,2.58
blueprint that tells an individual how,3304.21,1.86
to make a gun,3306.07,0.75
