Text,Start Time,Duration
by a lot yeah um,2265.839,5.841
so um,2268.839,5.561
but the,2271.68,2.72
if this is possible the the amount of,2275.119,5.281
energy required towards space is so,2276.96,6.0
gigantic it's boggles the mind,2280.4,3.92
so all the work you've done with,2282.96,2.96
propulsion how much innovation is,2284.32,4.16
possible with rocket propulsion is this,2285.92,3.6
um,2288.48,2.96
i mean you've seen it all and you're,2289.52,4.8
constantly innovating in every aspect,2291.44,4.56
how much is possible like how much can,2294.32,3.68
you get 10x somehow is there something,2296.0,3.52
in there in physics,2298.0,3.04
that you can get significant improvement,2299.52,3.04
in terms of efficiency of engines and,2301.04,3.44
all those kinds of things,2302.56,3.76
well as i'm saying like the,2304.48,4.96
really the holy grail is a fully and,2306.32,6.64
rapidly reusable orbital system um,2309.44,4.639
so,2312.96,3.36
uh right now uh,2314.079,3.201
the,2316.32,4.08
falcon 9 is the only reusable rocket out,2317.28,5.12
there that but it but,2320.4,4.08
the the booster comes back and lands and,2322.4,4.0
you've seen the videos and we get the,2324.48,3.52
nose cone or faring back but we do not,2326.4,3.28
get the upper stage back,2328.0,3.44
so,2329.68,2.8
uh,2331.44,2.72
that means that we have a minimum cost,2332.48,2.879
of,2334.16,3.36
building up for stage um,2335.359,3.841
you can think of like a two-stage rocket,2337.52,3.44
of sort of like two airplanes like a big,2339.2,3.84
airplane and a smaller airplane,2340.96,3.76
um and we get big airplane back but not,2343.04,3.68
the smaller airplane and so it still,2344.72,4.56
costs a lot you know so that upper stage,2346.72,3.44
is,2349.28,2.96
you know at least 10 million dollars,2350.16,3.04
um,2352.24,2.4
and then the,2353.2,3.44
degree of the the booster is not as,2354.64,3.52
reused it's not as rapidly and,2356.64,2.959
completely reusable as we'd like in,2358.16,3.6
order of the fairings so,2359.599,3.76
you know our kind of,2361.76,3.76
minimum marginal cost not counting,2363.359,4.641
overhead for per flight is on the order,2365.52,3.92
of,2368.0,2.88
15,2369.44,3.44
to 20 million dollars maybe,2370.88,4.32
um so,2372.88,4.959
uh that's that's extremely good for,2375.2,4.159
it's by far better than any rocket ever,2377.839,3.681
in history um,2379.359,3.281
but,2381.52,1.92
uh,2382.64,4.0
with full and rapid reusability we can,2383.44,6.56
reduce the cost per ton to orbit by,2386.64,6.24
uh a factor of a hundred,2390.0,5.119
but just think of it like um,2392.88,3.76
like imagine if you had an aircraft or,2395.119,4.081
something or a car,2396.64,5.12
oh yeah and if you had to,2399.2,4.8
buy a new car every time you went for a,2401.76,4.8
drive it would be very expensive,2404.0,4.16
it'll be silly frankly,2406.56,2.279
but,2408.16,3.199
um but you in fact you just refuel the,2408.839,4.52
car or recharge the car,2411.359,5.76
and that's uh makes your trip,2413.359,4.96
like,2417.119,3.121
i don't know a thousand times cheaper,2418.319,3.441
so,2420.24,4.32
it's the same for rockets uh if you,2421.76,3.76
it's,2424.56,2.24
very difficult to make this complex,2425.52,3.04
machine that can go to orbit,2426.8,4.08
and so if you cannot reuse it and if you,2428.56,4.32
have to throw even any part of any,2430.88,3.6
significant part of it away that,2432.88,3.959
massively increases the cost,2434.48,4.32
so,2436.839,4.841
you know starship in theory could do,2438.8,5.44
a cost per launch of like a million,2441.68,3.919
maybe two million dollars or something,2444.24,2.48
like that,2445.599,2.641
um,2446.72,2.96
and uh,2448.24,4.16
and put over 100 tons in orbit,2449.68,4.72
which is crazy yeah,2452.4,3.919
so that's incredible so you're saying,2454.4,3.84
like it's uh by far the biggest bang for,2456.319,4.241
the buck is to make it fully reusable,2458.24,4.64
versus like some kind of,2460.56,4.16
brilliant breakthrough in theoretical,2462.88,2.8
physics,2464.72,2.639
no no there's no there's no brilliant,2465.68,3.36
break no there's no,2467.359,3.121
it just me you're gonna make the rocket,2469.04,3.12
reusable this is an extremely difficult,2470.48,2.879
insuring problem,2472.16,2.959
got it uh but no no new physics is,2473.359,4.081
required,2475.119,2.321
just brilliant engineering let me ask a,2477.839,4.24
slightly philosophical fun question,2479.92,3.919
gotta ask i know you're focused on,2482.079,4.081
getting to mars but once we're there on,2483.839,4.721
mars what do you what form of government,2486.16,4.56
economic system,2488.56,4.48
political system do you think would work,2490.72,6.32
best for an early civilization of humans,2493.04,5.84
is the i mean,2497.04,3.84
the the interesting reason to talk about,2498.88,4.0
this stuff it also make helps people,2500.88,3.84
dream about the future i know you're,2502.88,3.439
really focused about,2504.72,3.359
the short-term engineering dream but,2506.319,3.361
it's like i don't know there's something,2508.079,3.601
about imagining an actual civilization,2509.68,4.0
on mars that gives people,2511.68,4.0
it really gives people hope well it,2513.68,3.439
would be a new frontier and an,2515.68,3.04
opportunity to rethink the whole nature,2517.119,3.681
of government just as was done in the,2518.72,3.92
creation of the united states,2520.8,4.0
so,2522.64,2.16
i mean i would suggest,2527.28,2.88
having a,2531.119,4.081
direct democracy like people vote,2532.96,3.68
directly on things as opposed to,2535.2,4.399
representative democracy so,2536.64,5.36
uh representative democracy i think is,2539.599,3.201
too,2542.0,4.64
uh subject to a special interest and,2542.8,5.76
you know a coercion of the politicians,2546.64,4.56
and that kind of thing um,2548.56,4.48
so i i'd recommend,2551.2,4.0
uh,2553.04,4.72
that that there's just,2555.2,5.2
um direct democracy people vote on laws,2557.76,4.8
the population votes on laws themselves,2560.4,3.919
and then the laws must be short enough,2562.56,4.24
that people can understand them,2564.319,4.241
yeah and then like keeping a,2566.8,3.68
well-informed populist like really being,2568.56,3.519
transparent about all the information,2570.48,3.2
about what they're voting for absolute,2572.079,4.081
transparency yeah and not make it as,2573.68,4.24
annoying as those cookies we have to,2576.16,2.88
accept,2577.92,3.439
cookies like always like,2579.04,3.279
you know there's like always like a,2581.359,2.881
slight amount of trepidation when you,2582.319,4.0
click accept cookies like i feel as,2584.24,3.52
though there's like perhaps like a like,2586.319,3.52
a very tiny chance that'll open a portal,2587.76,4.559
to hell or something like that that's,2589.839,5.441
exactly how i feel why why do they why,2592.319,4.321
do they keep wanting to accept that what,2595.28,3.6
do they want with this cookie,2596.64,3.84
like somebody got upset with accepting,2598.88,3.439
cookies or something somewhere,2600.48,3.44
who cares like,2602.319,3.601
so annoying to keep accepting all these,2603.92,4.399
cookies to me this is just,2605.92,4.24
a great exception yes you can have my,2608.319,3.76
damn cookie i don't care whatever,2610.16,4.24
you heard it from me on first he accepts,2612.079,5.681
all your damn cookies yeah,2614.4,5.679
and start asking me,2617.76,3.52
annoying,2620.079,2.561
yeah it's uh it's,2621.28,3.839
one example of um,2622.64,6.4
implementation of a good idea done,2625.119,6.0
really horribly yeah it's somebody was,2629.04,3.799
like there's some good intentions of,2631.119,4.161
like privacy or whatever but now,2632.839,3.961
everyone's just has to take accept,2635.28,3.28
cookies and it's not you know you have,2636.8,2.88
billions of people who have to keep,2638.56,2.4
clicking except cookie it's super,2639.68,2.56
annoying,2640.96,3.119
then we just accept the damn cookie it's,2642.24,2.8
fine,2644.079,2.721
there is like um,2645.04,3.52
i think a fundamental problem that we're,2646.8,3.44
because we've not really had a,2648.56,3.36
a major,2650.24,3.119
uh like a world war or something like,2651.92,3.199
that in a while and obviously we would,2653.359,4.401
like to not have world wars um,2655.119,4.24
the there's not been a cleansing,2657.76,4.8
function for rules and regulations um,2659.359,5.921
so wars did have uh you know some sort,2662.56,5.279
of lining in that there would be a a,2665.28,4.96
reset on rules and regulations uh after,2667.839,4.161
a war um so world wars one and two there,2670.24,3.359
were huge resets on rules and,2672.0,3.599
regulations,2673.599,2.961
now as,2675.599,2.641
for if the society society does not have,2676.56,2.72
a war,2678.24,2.64
and there's no cleansing function or,2679.28,2.799
garbage collection for rules and,2680.88,2.8
regulations then rules and regulations,2682.079,3.04
will accumulate every year because,2683.68,4.159
they're immortal there's no actual,2685.119,6.401
humans die but the laws don't so,2687.839,5.201
we need a garbage collection function,2691.52,3.2
for rules and regulations they should,2693.04,2.72
not just,2694.72,3.599
be immortal um because some of the rules,2695.76,4.16
and regulations that are put in place,2698.319,3.76
will be counterproductive uh done with,2699.92,3.679
good intentions but counterproductive,2702.079,3.441
sometimes not done with good intentions,2703.599,3.361
so,2705.52,3.2
um if you just if rules and regulations,2706.96,3.68
just accumulate every year,2708.72,3.76
and you get more and more of them then,2710.64,3.36
eventually you won't be able to do,2712.48,3.839
anything you're just like gulliver with,2714.0,4.16
you know tied down by thousands of,2716.319,3.121
little strings,2718.16,3.439
and we had we see that in,2719.44,4.8
um you know,2721.599,4.161
us and,2724.24,4.32
like basically all economies that uh,2725.76,4.8
have been around for for a while,2728.56,5.759
uh and and regulators and legislators,2730.56,5.36
create new rules and regulations every,2734.319,3.441
year but they don't put effort into,2735.92,3.36
removing them and i think that's very,2737.76,2.559
important that we put effort into,2739.28,3.039
removing rules and regulations,2740.319,3.441
um,2742.319,2.481
but it gets tough because you get,2743.76,2.72
special interests that then are,2744.8,3.68
dependent on like they they have a,2746.48,3.28
you know a uh,2748.48,2.639
vested interest in that whatever rule,2749.76,3.12
and regulation and that they then they,2751.119,2.72
fight,2752.88,3.28
to not get it removed,2753.839,3.601
um,2756.16,3.04
yeah so it i mean i guess the problem,2757.44,4.159
with the constitution is it's it's kind,2759.2,3.84
of like c,2761.599,3.601
versus java because it doesn't have any,2763.04,3.76
garbage collection built in i think,2765.2,3.36
there should be i when you first said,2766.8,3.44
the the the metaphor of garbage,2768.56,3.759
collection from a coding standpoint from,2770.24,4.079
the colony standpoint yeah yeah i it,2772.319,3.601
would be interesting interesting if the,2774.319,4.241
laws themselves kind of had a built-in,2775.92,4.32
thing where they kind of die after a,2778.56,3.44
while unless somebody explicitly,2780.24,3.599
publicly defends them yeah so that,2782.0,3.44
that's sort of it's not like somebody,2783.839,3.0
has to kill them they kind of die,2785.44,4.48
themselves they disappear yeah,2786.839,5.401
um,2789.92,2.32
not to defend java or anything but you,2792.4,4.4
know the c plus plus you know you could,2794.16,4.32
also have a great garbage collection in,2796.8,3.039
python and so on,2798.48,3.76
yeah so yeah something's good something,2799.839,3.76
needs to happen,2802.24,3.599
or or just the the civilization's,2803.599,4.881
arteries arteries just harden over time,2805.839,4.641
and and you can just get less and less,2808.48,3.92
done because there's just a rule against,2810.48,4.32
everything,2812.4,2.4
so yeah i think like i don't know for,2814.839,4.361
mars order i'd say or even for you,2817.2,3.36
obviously for earth as well like i think,2819.2,3.44
there should be an active process for,2820.56,3.36
removing,2822.64,2.719
rules and regulations and questioning,2823.92,3.04
their existence,2825.359,3.281
just um,2826.96,3.359
like if we've got a function for,2828.64,2.88
creating rules and regulations because,2830.319,2.641
rules and regulations can also think of,2831.52,3.68
as like they're like software or lines,2832.96,4.08
of code for operating,2835.2,4.08
uh civilization that's the rules and,2837.04,4.0
regulations um,2839.28,3.12
so it's like we shouldn't have rules and,2841.04,2.88
regulations but you have code,2842.4,4.56
accumulation but no code removal,2843.92,4.8
um and so it just gets,2846.96,4.399
to become basically archaic bloatware,2848.72,4.16
after a while,2851.359,4.161
um and and it's just it makes it hard,2852.88,3.52
for,2855.52,2.24
things to progress,2856.4,2.24
so,2857.76,2.4
i don't know maybe mars you'd have like,2858.64,2.959
an uh,2860.16,2.72
you know any given law must have a,2861.599,4.401
sunset you know and and and uh and,2862.88,4.88
require active,2866.0,3.599
voting to keep,2867.76,3.76
restoring to keep it up there you know,2869.599,4.321
um and i actually also say like,2871.52,3.52
and these just i don't know,2873.92,4.399
recommendations or thoughts and,2875.04,4.64
ultimately we'll be up to the people on,2878.319,3.601
mars to decide but,2879.68,4.399
i think um,2881.92,4.8
it should be easier to remove a law than,2884.079,4.721
to add one because of the just to,2886.72,3.92
overcome the inertia of laws,2888.8,2.799
so,2890.64,3.6
maybe it's like uh,2891.599,4.801
for argument's sake you need like say 60,2894.24,5.359
percent vote to have a law take effect,2896.4,6.8
but only a 40 vote to remove it,2899.599,6.161
so let me be the guy you posted meme on,2903.2,4.399
twitter recently where there's,2905.76,4.799
there's like a row of urinals a guy just,2907.599,5.361
walks all the way across,2910.559,5.201
and he tells you about crypto,2912.96,4.56
listen i mean that's happened to me,2915.76,3.28
so many times i think maybe even,2917.52,4.16
literally uh yeah,2919.04,4.319
do you think technologically speaking,2921.68,3.919
there's any room for ideas of smart,2923.359,4.48
contracts or so on because you mentioned,2925.599,3.201
laws,2927.839,2.961
um that's an interesting implement use,2928.8,4.319
of things like smart contracts to,2930.8,4.48
implement the laws by which governments,2933.119,4.161
function,2935.28,3.76
like something built on ethereum or,2937.28,3.68
maybe,2939.04,4.72
a dog coin that enables smart contracts,2940.96,5.119
somehow i never i don't quite understand,2943.76,4.48
this whole smart contract thing um you,2946.079,3.921
know,2948.24,3.92
i mean,2950.0,3.599
so it's two dumb times to have small,2952.16,2.64
contracts,2953.599,4.24
it's a good line,2954.8,5.039
i mean my general approach to any kind,2957.839,4.081
of like deal or whatever is just make,2959.839,3.76
sure there's clarity of understanding,2961.92,3.439
that's the most important thing,2963.599,4.561
um and and just keep any kind of deal,2965.359,4.48
very very short and simple plain,2968.16,3.12
language,2969.839,3.441
and just make sure everyone understands,2971.28,4.0
this is the deal does everyone is it,2973.28,3.2
clear,2975.28,3.2
and uh,2976.48,3.599
and and what are the consequences if,2978.48,4.0
various things don't happen um,2980.079,5.76
but usually deals are um,2982.48,5.44
you know business deals or whatever are,2985.839,4.081
way too long and complex and overly,2987.92,4.72
lawyered and pointlessly,2989.92,5.28
you mentioned that uh doge is the,2992.64,4.24
people's coin,2995.2,3.28
yeah and you said that you were,2996.88,3.84
literally going spacex,2998.48,3.04
may,3000.72,2.96
consider literally putting,3001.52,4.72
uh a dosh coin on,3003.68,3.679
the moon,3006.24,2.48
is this something you're still,3007.359,4.48
considering uh mars perhaps,3008.72,4.96
do you think there's some chance we've,3011.839,4.081
talked about political systems on mars,3013.68,4.879
that uh dogecoin is the,3015.92,4.639
official currency of mars that's coming,3018.559,3.921
in the future,3020.559,2.641
well,3022.48,3.359
i think mars itself will need to have a,3023.2,4.8
different currency because you can't,3025.839,5.201
synchronize due to speed of light,3028.0,5.119
or not easily um so it must be,3031.04,5.36
completely standalone from earth,3033.119,5.2
well yeah because the,3036.4,2.8
but,3038.319,3.28
mars is at closest approach it's four,3039.2,4.399
light minutes away roughly and then at,3041.599,4.24
furthest approach uh it's roughly 20,3043.599,3.601
light minutes away,3045.839,4.081
uh maybe a little more um,3047.2,4.24
so you can't really have something,3049.92,3.76
synchronizing you know if you could if,3051.44,3.679
if you've got a 20 minute speed light,3053.68,3.04
issue if it's got a one minute,3055.119,3.361
blockchain uh it's not going to,3056.72,3.2
synchronize properly,3058.48,2.56
um,3059.92,3.439
so mars really would i don't know if,3061.04,3.68
mars would have a cryptocurrency as a,3063.359,4.081
thing but probably seems likely,3064.72,4.399
but it would be some kind of localized,3067.44,4.399
thing on mars,3069.119,2.72
and you let the people decide,3072.16,3.52
yeah,3074.72,3.2
absolutely,3075.68,3.439
the future of mars should be up to the,3077.92,2.72
martians,3079.119,4.801
yeah so um,3080.64,5.12
i mean i think the cryptocurrency thing,3083.92,4.0
is an interesting,3085.76,4.24
approach to,3087.92,5.6
reducing the um,3090.0,5.599
error in the,3093.52,5.2
the database that is called money,3095.599,5.361
um,3098.72,2.24
you know i think i have a pretty deep,3101.04,3.2
understanding of the of what money,3102.319,3.841
actually is on a practical day-to-day,3104.24,4.599
basis because of paypal,3106.16,5.6
um you know i really,3108.839,6.201
got in deep there um,3111.76,4.24
and,3115.04,3.279
right now the money system actually for,3116.0,3.839
practical purposes is,3118.319,4.961
is really a bunch of uh heterogeneous uh,3119.839,7.52
mainframes running uh old cobalt,3123.28,6.16
okay you mean literally that's literally,3127.359,3.521
that is literally what's happening in,3129.44,3.2
batch mode,3130.88,4.479
okay in patch mode yeah uh pretty the,3132.64,4.719
poor fastest who have to,3135.359,4.801
maintain that code okay that's a,3137.359,5.521
that's a pain that's pain not even for,3140.16,5.76
trans cobalt yep it's cobalt it's like,3142.88,4.479
and they still,3145.92,2.88
banks are still buying mainframes in,3147.359,5.121
2021 and running ancient global code,3148.8,5.6
uh and uh,3152.48,4.0
you know the the federal reserve is like,3154.4,3.919
probably even older than the what the,3156.48,3.599
banks have and they have an old kobold,3158.319,3.52
mainframe,3160.079,5.121
and so now and and so the the government,3161.839,5.28
effectively has editing privileges on,3165.2,4.159
the on the money database,3167.119,4.321
um and they use those editing privileges,3169.359,3.921
to um,3171.44,3.28
make more money,3173.28,3.039
whenever they want,3174.72,3.599
and this increases the error in the,3176.319,4.721
database that is money so i think money,3178.319,4.081
should really be viewed through the lens,3181.04,3.44
of information theory,3182.4,4.64
and uh and so it's uh,3184.48,4.16
you're kind of like uh like an internet,3187.04,4.319
connection like what's the bandwidth uh,3188.64,3.84
you know,3191.359,3.441
total bit rate uh what is the latency,3192.48,3.28
judder,3194.8,3.68
uh packet drop uh you know,3195.76,4.96
errors in errors in the network uh,3198.48,4.16
communication,3200.72,3.92
using money like that basically,3202.64,3.76
um i think that's probably why i really,3204.64,2.8
think of it,3206.4,3.6
and and then say what what system,3207.44,3.6
uh,3210.0,2.8
from an information theory standpoint,3211.04,4.319
allows an economy to function the best,3212.8,3.68
uh,3215.359,2.801
and,3216.48,3.28
you know um,3218.16,4.56
crypto is an attempt to reduce the,3219.76,4.24
the error,3222.72,3.52
uh in,3224.0,5.44
uh in money that is contributed by,3226.24,5.28
uh governments uh,3229.44,3.919
diluting the money supply,3231.52,4.48
as basically a pernicious pernicious,3233.359,5.361
form of taxation,3236.0,5.04
so both policy in terms of with,3238.72,6.0
inflation and actual like technological,3241.04,6.559
cobalt like cryptocurrency takes us into,3244.72,5.359
the 21st century in terms of the actual,3247.599,3.841
systems that allow you to do the,3250.079,2.801
transaction to store wealth all those,3251.44,3.919
kinds of things,3252.88,2.479
like i said just think of money as,3256.72,3.599
information people um often will think,3257.92,4.08
of money as having power in and of,3260.319,5.681
itself um it does not money is uh is,3262.0,6.559
information and it it does not have,3266.0,4.24
power in and of itself,3268.559,2.481
uh,3270.24,3.119
the like the you know again applying the,3271.04,3.44
physics,3273.359,2.48
tools of thinking about things in the,3274.48,2.24
limit,3275.839,3.201
is helpful if you are stranded on a,3276.72,3.76
tropical island,3279.04,4.0
um and uh,3280.48,6.8
you have a trillion dollars it's useless,3283.04,4.24
because there's no there's no resource,3287.52,2.88
allocation,3289.359,2.161
money is a database for resource,3290.4,2.0
allocation,3291.52,2.079
but there's no resources to allocate,3292.4,2.48
except yourself,3293.599,3.041
so money is useless,3294.88,4.08
um,3296.64,2.32
uh,3299.04,3.039
if you're surrounded on desert island,3300.799,2.401
with,3302.079,4.24
no food you'd uh all the bitcoin in the,3303.2,4.56
world,3306.319,3.361
will,3307.76,4.559
not stop you from starving yeah,3309.68,3.919
so,3312.319,3.52
um,3313.599,6.641
so like just think of money as as a,3315.839,6.641
database for resource allocation um,3320.24,4.64
across time and space,3322.48,3.359
and,3324.88,4.479
um and then what what what system,3325.839,6.161
uh it is what what,3329.359,5.121
in what form should that that,3332.0,4.799
database or data system,3334.48,4.4
what what what would be most effective,3336.799,2.881
now,3338.88,2.4
there's a there is a fundamental issue,3339.68,5.919
with um say bitcoin in its current form,3341.28,6.559
uh in that it's the transaction volume,3345.599,3.76
is very limited,3347.839,2.801
um,3349.359,3.44
and uh the,3350.64,5.679
latency this is the latency for for a,3352.799,5.201
properly confirmed transaction is to is,3356.319,3.76
too long much longer than you'd like,3358.0,4.72
so it's not it's actually not great from,3360.079,3.441
um,3362.72,2.639
a transaction volume standpoint or a,3363.52,3.52
latency standpoint,3365.359,3.361
um,3367.04,4.96
uh so it is perhaps useful as,3368.72,5.839
as to search to solve an aspect of the,3372.0,5.76
money database problem uh,3374.559,5.441
which is the sort of store of wealth or,3377.76,2.88
an,3380.0,2.16
accounting of,3380.64,4.8
relative obligations i suppose,3382.16,6.32
but it is not useful as a,3385.44,5.359
currency as a day-to-day currency but,3388.48,3.599
people have proposed different,3390.799,3.361
technological solutions,3392.079,3.921
yeah lightning network and the layer two,3394.16,4.0
technologies on top of that i mean it's,3396.0,4.079
it's all it seems to be all kind of a,3398.16,4.159
trade-off but the point is it's kind of,3400.079,3.76
brilliant to say that just think about,3402.319,3.28
information think about what kind of,3403.839,3.201
database what kind of infrastructure,3405.599,3.681
enables yeah like you're operating an,3407.04,3.279
economy,3409.28,2.0
um,3410.319,2.8
and you need to have some,3411.28,3.44
thing that,3413.119,3.921
allows for the efficient,3414.72,3.76
to have efficient,3417.04,3.36
uh value ratios between products and,3418.48,4.0
services so you've got this massive,3420.4,3.6
number of products and services and you,3422.48,2.879
need to,3424.0,3.76
you can't just bar barter it's like that,3425.359,4.161
would be extremely unwieldy,3427.76,4.72
so you need something that gives you the,3429.52,4.0
the,3432.48,1.92
an,3433.52,2.079
a,3434.4,1.919
a,3435.599,2.801
ratio of exchange between goods and,3436.319,3.28
services,3438.4,2.08
um,3439.599,2.96
and and then something that allows you,3440.48,2.8
to,3442.559,3.441
uh shift obligations across time like,3443.28,4.799
debt debt and equity shift obligations,3446.0,4.319
across time then what does what does the,3448.079,3.681
best job of that,3450.319,2.8
um,3451.76,3.52
part reason why i think there's some,3453.119,4.881
um merit to dogecoin even though it was,3455.28,5.839
obviously created as a joke um,3458.0,4.48
is that,3461.119,4.24
it it actually does have a much higher,3462.48,5.04
uh transaction volume capability than,3465.359,4.401
bitcoin um,3467.52,4.319
and the you know the cut like the costs,3469.76,4.64
of doing a transaction the the dogecoin,3471.839,4.72
fee is is very low like right now if you,3474.4,4.159
want to do a bitcoin transaction the,3476.559,3.52
price of doing that transaction is very,3478.559,4.0
high so you could not use it effectively,3480.079,4.161
for most things,3482.559,3.681
um and nor could it even scale to a high,3484.24,4.96
volume um,3486.24,5.28
uh,3489.2,2.32
and when bitcoin was you know started i,3491.68,4.0
guess when around 2008 or something like,3493.92,3.36
that um,3495.68,4.32
the internet connections were much worse,3497.28,3.92
than they are today like order of,3500.0,3.04
magnitude cup,3501.2,4.399
i mean there's the way way worse you,3503.04,5.519
know in 2008 so so like having us you,3505.599,4.401
know a small,3508.559,4.081
uh block size or whatever is,3510.0,4.48
you know and a long,3512.64,3.919
synchronization time is,3514.48,5.119
made sense in 2008 but did you know 2021,3516.559,6.081
or fast forward 10 years it's like it's,3519.599,4.641
it's like,3522.64,4.24
comically low you know it's uh,3524.24,4.599
so,3526.88,3.52
um,3528.839,2.921
and i think there's some,3530.4,2.56
value to,3531.76,2.319
having,3532.96,3.52
a linear increase in the amount of,3534.079,6.081
currency that uh is generated um,3536.48,5.359
so because some amount of the currency,3540.16,2.72
like like,3541.839,4.72
if a currency is too deflationary or,3542.88,6.0
like uh or should say if if,3546.559,5.121
if if a currency is expected to increase,3548.88,4.8
in value over time there's reluctance to,3551.68,3.28
spend it,3553.68,3.04
because they're like oh i if i,3554.96,3.52
i'll just hold it and not spend it,3556.72,3.44
because it's scarcity is increasing with,3558.48,4.0
time so if i spend it now then i will,3560.16,4.56
regret spending it so i will just you,3562.48,5.28
know total it,3564.72,3.04
but if there's,3567.839,2.96
some dilution of the currency occurring,3569.2,3.119
over time that's that's more of an,3570.799,4.0
incentive to use that as a currency so,3572.319,5.52
um those coins somewhat randomly has,3574.799,3.841
uh,3577.839,2.0
a,3578.64,2.479
um,3579.839,3.52
just a fixed a number of,3581.119,3.041
of,3583.359,4.081
sort of coins or hash strings that,3584.16,4.159
uh,3587.44,2.48
are generated every year so there's,3588.319,3.441
there's some inflation but it's not a,3589.92,4.72
percentage base it's a it's so the,3591.76,6.079
it's a fixed number so the percentage of,3594.64,4.88
inflation will necessarily decline over,3597.839,2.881
time,3599.52,3.039
um,3600.72,4.24
so it just i'm not saying that it's like,3602.559,5.121
the ideal system for a currency but i,3604.96,4.639
think it actually is uh just,3607.68,4.24
fundamentally better than,3609.599,5.52
anything else i've seen just by accident,3611.92,7.76
um so i like how you said um around 2008,3615.119,6.641
so you're not uh,3619.68,3.84
you know some people suggested you might,3621.76,3.68
be satoshi nakamoto you previously said,3623.52,4.88
you're not i'm not,3625.44,2.96
would you tell us if you were yes okay,3628.64,4.159
uh do you think it's a feature of bug,3633.04,5.68
that he's anonymous or she or they,3634.72,6.079
it's an interesting kind of quirk of,3638.72,3.839
human history that there is a particular,3640.799,4.081
technology that is a completely,3642.559,5.361
anonymous inventor,3644.88,3.04
or creator,3648.799,3.32
well i mean you can you can look at the,3663.28,3.2
um,3665.359,3.681
evolution of ideas,3666.48,6.319
um before the launch of bitcoin,3669.04,5.36
and,3672.799,4.56
see who wrote,3674.4,2.959
you know about those ideas,3677.44,4.24
um and then,3680.0,2.96
i like i don't know exactly obviously i,3681.68,3.52
don't know who created bitcoin for,3682.96,3.839
practical purposes but,3685.2,3.76
the evolution of ideas is is pretty,3686.799,4.401
clear before that and like it seems as,3688.96,5.119
though like nick zabo uh is probably,3691.2,5.04
more than anyone else uh responsible for,3694.079,4.961
the evolution of those ideas so,3696.24,4.96
he claims not to be,3699.04,3.84
nakamoto but,3701.2,3.04
i'm not sure that's that's neither here,3702.88,4.0
nor there uh but he he seems to be the,3704.24,4.4
one more responsible for the ideas,3706.88,3.919
behind bitcoin than anyone else,3708.64,4.24
so it's not perhaps like singular,3710.799,4.401
figures aren't even as important as the,3712.88,4.0
the figures involved in the evolution of,3715.2,4.24
ideas that led to a thing so yeah yeah,3716.88,5.76
it's you know and most perhaps it's sad,3719.44,5.52
to think about history but maybe most,3722.64,4.399
names will be forgotten anyway what is,3724.96,4.0
the name anyway it's a name a name,3727.039,4.881
attached to an idea,3728.96,4.879
what does it even mean really i think,3731.92,3.919
shakespeare had a thing about roses and,3733.839,3.841
stuff whatever he said arose by any,3735.839,6.0
other name it smells sweet,3737.68,4.159
i gotta underquote shakespeare i feel i,3742.16,4.56
feel like i accomplished something today,3744.72,4.1
shall i compare it to a summer's day,3746.72,3.92
[Laughter],3748.82,4.539
i'm gonna clip that,3750.64,2.719
uh out,3753.52,1.92
more tempered animal fare,3754.0,4.96
[Laughter],3755.44,5.04
autopilot,3758.96,2.3
tesla,3760.48,5.41
[Laughter],3761.26,4.63
tesla autopilot has been through an,3766.0,3.119
incredible journey over the past six,3767.52,4.48
years um or perhaps even longer in the,3769.119,4.96
minds of in your mind in the minds of,3772.0,4.48
many involved,3774.079,4.161
uh i think that's where we first like,3776.48,3.28
connected really with the autopilot,3778.24,3.52
stuff autonomy and,3779.76,4.319
the whole journey was incredible to me,3781.76,3.359
to watch,3784.079,3.441
i was um,3785.119,4.48
because i knew well part of as i was at,3787.52,4.4
mit and i i knew the difficulty of,3789.599,4.161
computer vision yeah and i knew the,3791.92,3.36
whole i had a lot of colleagues and,3793.76,3.12
friends about the darpa challenge i knew,3795.28,3.6
how difficult it is and so there was a,3796.88,4.479
natural skepticism when i first drove a,3798.88,4.959
tesla with uh the initial system based,3801.359,4.401
on mobile eye yeah i thought there's no,3803.839,3.52
way,3805.76,3.68
the first one i got in i thought there's,3807.359,5.041
no way this car could maintain,3809.44,4.96
um like stay in the lane and create a,3812.4,4.399
comfortable experience so my intuition,3814.4,4.56
initially was that the lane keeping,3816.799,4.8
problem is way too difficult to solve,3818.96,4.879
oh thank you yeah that's relatively easy,3821.599,5.361
well yeah but like uh but not this but,3823.839,4.881
solve in the way that we just we talked,3826.96,3.839
about previous is prototype,3828.72,4.639
versus a thing that actually creates a,3830.799,4.401
pleasant experience over hundreds of,3833.359,5.2
thousands of miles or millions,3835.2,3.359
a lot of code around the mobile eye,3839.839,4.401
thing it doesn't just work by itself yes,3841.359,4.48
i mean there's part that's part of the,3844.24,3.2
story of how you approach things,3845.839,2.96
sometimes sometimes you do things from,3847.44,3.76
scratch sometimes at first you kind of,3848.799,4.32
see what's out there and then you decide,3851.2,3.919
to from scratch that was,3853.119,3.92
one of the boldest decisions i've seen,3855.119,3.601
is both on the hardware and the software,3857.039,3.841
